HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.sentence,Answer.WritingTexts,Approve,Reject
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3U0SRXB7CEYEO0UR5G599NB9ORCRNZ,A31BR7AGAQVVQE,Approved,Wed Dec 07 13:25:26 PST 2016,Wed Dec 07 13:25:38 PST 2016,Wed Dec 14 13:25:38 PST 2016,Thu Dec 08 02:42:06 PST 2016,,,12,100% (2/2),100% (2/2),100% (2/2),"However , there are both sides of stories .","However, there are two sides to every story.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3WOKGM4L72986RA4CIM74GAR4MCO0S,A2DLH5XGBNYXWS,Approved,Thu Dec 01 03:00:24 PST 2016,Thu Dec 01 03:01:00 PST 2016,Thu Dec 08 03:01:00 PST 2016,Thu Dec 01 10:26:16 PST 2016,,,36,100% (1/1),100% (1/1),0% (0/0),"However , there are both sides of stories .","However , there are two sides to every story .",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3X65QVEQI1GKUY2NB6ZZ708YI89CL1,A1AXJTLZGJ42MV,Approved,Thu Dec 01 13:37:52 PST 2016,Thu Dec 01 13:42:01 PST 2016,Thu Dec 08 13:42:01 PST 2016,Thu Dec 01 21:09:18 PST 2016,,,249,100% (2/2),100% (2/2),0% (0/0),"However , there are both sides of stories .","However, there are two sides to every story.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3X66WABAJXBGV6S37MRI15ZWGEWG3N,A2U31V169A20GY,Approved,Thu Dec 01 11:10:27 PST 2016,Thu Dec 01 11:10:46 PST 2016,Thu Dec 08 11:10:46 PST 2016,Thu Dec 01 21:09:18 PST 2016,,,19,100% (2/2),100% (2/2),0% (0/0),"However , there are both sides of stories .","However , there are two sides to every story .",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3XXU1SWE8NOJ4NG32ZHP3LQMF3R0AK,A31NREVPH2XDCO,Approved,Wed Nov 30 10:35:12 PST 2016,Wed Nov 30 10:35:47 PST 2016,Wed Dec 07 10:35:47 PST 2016,Wed Nov 30 21:00:20 PST 2016,,,35,100% (2/2),100% (2/2),0% (0/0),"However , there are both sides of stories .","However , there are both sides to each of the stories .",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3Y4W8Q93L0DXVVKVP6WGEFOIVDQDV3,A2XGM40LXGY8MD,Approved,Fri Dec 02 23:33:34 PST 2016,Fri Dec 02 23:33:52 PST 2016,Fri Dec 09 23:33:52 PST 2016,Sat Dec 03 05:22:47 PST 2016,,,18,100% (2/2),100% (2/2),0% (0/0),"However , there are both sides of stories .","However, there are two sides to every story.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3Y5140Z9DY91YM3LV8OSZKFD1GCIPC,A38Y2YKQRHU9YE,Approved,Thu Dec 08 20:22:26 PST 2016,Thu Dec 08 20:23:06 PST 2016,Thu Dec 15 20:23:06 PST 2016,Sat Dec 10 00:39:13 PST 2016,,,40,100% (2/2),100% (2/2),100% (2/2),"However , there are both sides of stories .","However, there are two sides to every story.",,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,31IBVUNM9TSUTFYRGCR62FR37L6VFM,A33U26Y8QR8ITH,Approved,Thu Dec 01 22:24:13 PST 2016,Thu Dec 01 22:27:13 PST 2016,Thu Dec 08 22:27:13 PST 2016,Fri Dec 02 22:06:32 PST 2016,,,180,100% (2/2),100% (2/2),0% (0/0),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can make security better for people's lives.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,31T4R4OBOT9LFDDL7CYPOVQXNJP7CY,A38TZK07ON180S,Approved,Wed Nov 30 04:53:08 PST 2016,Wed Nov 30 04:53:35 PST 2016,Wed Dec 07 04:53:35 PST 2016,Wed Nov 30 06:15:11 PST 2016,,,27,100% (2/2),100% (2/2),0% (0/0),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can improve security in people 's lives.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,333U7HK6IA8O40K18HIXBRDO014DJP,A1QDAKDT8B8S3Z,Approved,Tue Dec 06 08:20:26 PST 2016,Tue Dec 06 08:21:24 PST 2016,Tue Dec 13 08:21:24 PST 2016,Tue Dec 06 10:58:43 PST 2016,,,58,100% (2/2),100% (2/2),100% (2/2),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can enhance their security.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,336KAV9KYRLRWFHKXSZJPV18FT1Y21,A140JKRQOG93BA,Approved,Wed Nov 30 17:32:48 PST 2016,Wed Nov 30 17:33:17 PST 2016,Wed Dec 07 17:33:17 PST 2016,Wed Nov 30 21:00:19 PST 2016,,,29,100% (1/1),100% (1/1),0% (0/0),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can make people's lives more secure.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,33SA9F9TRYNF2QY0BBCW6ZPH1MDWEK,A9WGDBDXUNLOD,Approved,Wed Nov 30 05:46:27 PST 2016,Wed Nov 30 05:46:43 PST 2016,Wed Dec 07 05:46:43 PST 2016,Wed Nov 30 06:15:11 PST 2016,,,16,100% (2/2),100% (2/2),0% (0/0),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can make people 's life more secure.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,34Q075JO1Y6NAZ336GOWSKXJCL6016,A1Z7DOVT6CYAL6,Approved,Sat Dec 03 09:22:05 PST 2016,Sat Dec 03 09:22:56 PST 2016,Sat Dec 10 09:22:56 PST 2016,Sun Dec 04 09:33:29 PST 2016,,,51,100% (1/1),100% (1/1),100% (1/1),Tracking people using surveillance technology can make better security of people 's life .,"Tracking people, using surveillance technology, can make better security of peoples lives.",,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,35K3O9HUAC6DR4C5LM2W2B3H6KEFEY,A31NREVPH2XDCO,Approved,Wed Nov 30 10:35:51 PST 2016,Wed Nov 30 10:36:03 PST 2016,Wed Dec 07 10:36:03 PST 2016,Thu Dec 01 10:26:15 PST 2016,,,12,100% (2/2),100% (2/2),0% (0/0),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can make better security of people 's lives .,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,37Z929RLGA1OKSZOH1RQ8WMXZAQTSX,A23KNYW5XJ9FKD,Approved,Wed Dec 07 05:17:21 PST 2016,Wed Dec 07 05:17:48 PST 2016,Wed Dec 14 05:17:48 PST 2016,Thu Dec 08 02:42:05 PST 2016,,,27,100% (2/2),100% (2/2),100% (2/2),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can make people's lives more secure .,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,37Z929RLGA1OKSZOH1RQ8WMXZFGTSX,A2JUG54Q160M9,Approved,Thu Dec 08 12:54:40 PST 2016,Thu Dec 08 12:55:27 PST 2016,Thu Dec 15 12:55:27 PST 2016,Sat Dec 10 00:39:12 PST 2016,,,47,100% (2/2),100% (2/2),100% (2/2),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can make security of people's lives better.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,38SKSKU7R2QB71ON3GVLI36TVC5LIM,A21JFQP5MAYQO2,Approved,Thu Dec 01 05:35:10 PST 2016,Thu Dec 01 05:36:21 PST 2016,Thu Dec 08 05:36:21 PST 2016,Thu Dec 01 10:26:15 PST 2016,,,71,100% (2/2),100% (2/2),0% (0/0),Tracking people using surveillance technology can make better security of people 's life .,Using surveillance technology to track people can make life safer.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,39KFRKBFIOO53M6PKQXGW84BHBIOY9,A1H7XQCN2TQJM7,Approved,Sat Dec 03 20:16:59 PST 2016,Sat Dec 03 20:18:31 PST 2016,Sat Dec 10 20:18:31 PST 2016,Sun Dec 04 09:33:29 PST 2016,,,92,100% (13/13),100% (13/13),100% (2/2),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can make their lives safer.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,39L1G8WVWRKJRR20P36FUIVQF2B13X,A3EEWSPD9OA2U0,Approved,Sun Dec 04 21:07:02 PST 2016,Sun Dec 04 21:09:28 PST 2016,Sun Dec 11 21:09:28 PST 2016,Tue Dec 06 10:58:43 PST 2016,,,146,100% (3/3),100% (3/3),100% (2/2),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can make people 's lives more secure.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,3A1PQ49WVIAYLZ9Z4OVHYCW0Y4MH17,A2N962G55T9MOB,Approved,Sat Dec 03 18:33:32 PST 2016,Sat Dec 03 18:34:07 PST 2016,Sat Dec 10 18:34:07 PST 2016,Sun Dec 04 09:33:30 PST 2016,,,35,100% (4/4),100% (4/4),100% (2/2),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can make people more secure.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,3AMW0RGHOEVTCNECSO1K4SBUNZAPN7,A31681CCEVDIH3,Approved,Sun Dec 04 21:32:12 PST 2016,Sun Dec 04 21:34:06 PST 2016,Sun Dec 11 21:34:06 PST 2016,Tue Dec 06 10:58:43 PST 2016,,,114,100% (2/2),100% (2/2),100% (2/2),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can give people's lives more security.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,3DBQWDE4Y7RPJDWT89S66M6DVK35N0,A2FSQBC1OU8WN8,Approved,Wed Nov 30 21:23:56 PST 2016,Wed Nov 30 21:25:07 PST 2016,Wed Dec 07 21:25:07 PST 2016,Thu Dec 01 10:26:15 PST 2016,,,71,100% (2/2),100% (2/2),0% (0/0),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can make better security of people 's lives.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,3HL8HNGX46UWW8LODBMAAX26FM59FN,A3T71W88062DB7,Approved,Wed Nov 30 04:53:23 PST 2016,Wed Nov 30 04:53:38 PST 2016,Wed Dec 07 04:53:38 PST 2016,Wed Nov 30 06:15:12 PST 2016,,,15,100% (2/2),100% (2/2),0% (0/0),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can make people's lives more secure.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,3HVVDCPGTFLLGEBXG7JFQIAYGVATYZ,A36LR6ZMKYRHVE,Approved,Wed Dec 07 09:14:35 PST 2016,Wed Dec 07 09:15:26 PST 2016,Wed Dec 14 09:15:26 PST 2016,Thu Dec 08 02:42:05 PST 2016,,,51,100% (1/1),100% (1/1),100% (1/1),Tracking people using surveillance technology can make better security of people 's life .,Tracking people by using surveillance technology can improve security in people's lives.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,3ITXP059PXCU6P3J57DM6QZO19QJSB,A31BR7AGAQVVQE,Approved,Wed Dec 07 13:24:48 PST 2016,Wed Dec 07 13:25:17 PST 2016,Wed Dec 14 13:25:17 PST 2016,Thu Dec 08 02:42:05 PST 2016,,,29,100% (2/2),100% (2/2),100% (2/2),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can make people's lives more secure.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,3JWH6J9I9T6R8TD29JJJ98656PCNBP,A2XGM40LXGY8MD,Approved,Fri Dec 02 23:31:31 PST 2016,Fri Dec 02 23:33:31 PST 2016,Fri Dec 09 23:33:31 PST 2016,Sat Dec 03 05:22:47 PST 2016,,,120,100% (2/2),100% (2/2),0% (0/0),Tracking people using surveillance technology can make better security of people 's life .,Using surveillance technology can lead to better security for all people.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,3JZQSN0I3R3BBI8WRHSK2EOTKQ6GFA,AQ2HBVDME5DJK,Approved,Wed Dec 07 08:17:43 PST 2016,Wed Dec 07 08:18:29 PST 2016,Wed Dec 14 08:18:29 PST 2016,Thu Dec 08 02:42:05 PST 2016,,,46,100% (2/2),100% (2/2),100% (2/2),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can make people's lives more secure.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,3LO69W1SU46XBAISDSVIXRTDG00LGJ,A3US3R22I0W1QE,Approved,Thu Dec 01 13:34:03 PST 2016,Thu Dec 01 13:34:36 PST 2016,Thu Dec 08 13:34:36 PST 2016,Thu Dec 01 21:09:18 PST 2016,,,33,100% (11/11),100% (11/11),0% (0/0),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can make the security in people's lives better.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,3N1FSUEFL6TY1I1G5AVT5PO5HMR4D1,A1AXJTLZGJ42MV,Approved,Thu Dec 01 13:42:05 PST 2016,Thu Dec 01 13:42:40 PST 2016,Thu Dec 08 13:42:40 PST 2016,Thu Dec 01 21:09:18 PST 2016,,,35,100% (2/2),100% (2/2),0% (0/0),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can make better security for peoples' lives.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,3OHYZ19UGDY4748M4KJ0TMM4EJJOA1,A3F2NKZRK2CIF5,Approved,Sat Dec 03 15:28:35 PST 2016,Sat Dec 03 15:29:51 PST 2016,Sat Dec 10 15:29:51 PST 2016,Sun Dec 04 09:33:30 PST 2016,,,76,100% (2/2),100% (2/2),100% (1/1),Tracking people using surveillance technology can make better security of people 's life .,Using surveillance technology to track people can make people's lives more secure.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,3PM8NZGV8Z9JOTTVU73I2ZS2UZ0XQ0,A1KZG2L1EHAZOV,Approved,Fri Dec 02 03:24:06 PST 2016,Fri Dec 02 03:24:46 PST 2016,Fri Dec 09 03:24:46 PST 2016,Fri Dec 02 22:06:32 PST 2016,,,40,100% (5/5),100% (5/5),0% (0/0),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can make people's lives more secure.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,3R6BYFZZP85MX43MGRSOQ0OOMUXFXN,A2U31V169A20GY,Approved,Thu Dec 01 11:09:54 PST 2016,Thu Dec 01 11:10:21 PST 2016,Thu Dec 08 11:10:21 PST 2016,Thu Dec 01 21:09:18 PST 2016,,,27,100% (2/2),100% (2/2),0% (0/0),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can increase the security of people's lives .,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,3RU7GD8VPPMQS06H0KI63ML0AUYSPU,AU7RK2T2CMUBV,Approved,Sat Dec 03 17:22:10 PST 2016,Sat Dec 03 17:23:15 PST 2016,Sat Dec 10 17:23:15 PST 2016,Sun Dec 04 09:33:30 PST 2016,,,65,100% (2/2),100% (2/2),100% (2/2),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can provide better security for people's lives.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,3U088ZLJVLMGB0J634DHLAND7LG0WF,AX5P49R4EWO3L,Approved,Wed Nov 30 08:24:07 PST 2016,Wed Nov 30 08:25:47 PST 2016,Wed Dec 07 08:25:47 PST 2016,Wed Nov 30 21:00:19 PST 2016,,,100,100% (2/2),100% (2/2),0% (0/0),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can provide better security for people's lives.,,
35JDMRECC42GIKB6633DWC8CLE5EGR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:45 PST 2016,,,3WAKVUDHUX9H17ULT3JPI1C3VGEU78,A1WGLLX2XPUCYX,Approved,Thu Dec 08 17:46:32 PST 2016,Thu Dec 08 17:47:32 PST 2016,Thu Dec 15 17:47:32 PST 2016,Sat Dec 10 00:39:12 PST 2016,,,60,100% (2/2),100% (2/2),100% (2/2),Tracking people using surveillance technology can make better security of people 's life .,Tracking people using surveillance technology can improve the security of people's lives.,,
