HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Correction,Input.Original,Answer.Q1Answer,Approve,Reject
3UEBBGULPFHRTGCXLJC0I9U49ZPFUT,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:24 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:24 PDT 2017,,,3KV0LJBBH3E86I9RTFQ9W8MA2XNMRS,A1KUCRDRXEUGW3,Submitted,Mon May 29 10:54:23 PDT 2017,Mon May 29 10:54:30 PDT 2017,Thu Jun 08 10:54:30 PDT 2017,,,,7,0% (0/0),0% (0/0),0% (0/0),People can promote their friendship and relationship through social media,People can promote their friendship and relationship through these social media,Yes,,
3UEBBGULPFHRTGCXLJC0I9U49ZPFUT,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:24 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:24 PDT 2017,,,3LUY3GC630T492MPCHKV8VP56Q57PB,A1O4TRWZO664V3,Submitted,Mon May 29 10:57:11 PDT 2017,Mon May 29 11:27:53 PDT 2017,Thu Jun 08 11:27:53 PDT 2017,,,,1842,0% (0/0),0% (0/0),0% (0/0),People can promote their friendship and relationship through social media,People can promote their friendship and relationship through these social media,No,,
3MZ3TAMYTLGJNFM6IXNGGVKCISDIRJ,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:32 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:32 PDT 2017,,,39U1BHVTDMKK0BE9RMQP0OEMQR23T5,A3PM2X0EKG7L8W,Submitted,Mon May 29 10:49:38 PDT 2017,Mon May 29 10:49:44 PDT 2017,Thu Jun 08 10:49:44 PDT 2017,,,,6,0% (0/0),0% (0/0),0% (0/0),Governments should also make a spend a larger amount on pensions,Government should also make a bigger amount of pension expenditure,No,,
3MZ3TAMYTLGJNFM6IXNGGVKCISDIRJ,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:32 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:32 PDT 2017,,,3CPLWGV3MPS8K0Y5BZ5NI2BG11T9NU,A1IMICF9ISISZN,Submitted,Mon May 29 11:00:04 PDT 2017,Mon May 29 11:00:28 PDT 2017,Thu Jun 08 11:00:28 PDT 2017,,,,24,0% (0/0),0% (0/0),0% (0/0),Governments should also make a spend a larger amount on pensions,Government should also make a bigger amount of pension expenditure,Yes,,
3MZ3TAMYTLGJNFM6IXNGGVKCISDIRJ,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:32 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:32 PDT 2017,,,3FQ5JJ512MHS1WHWFWWC8BPWCV1NKY,A2KG59JUICJLP0,Submitted,Mon May 29 10:48:03 PDT 2017,Mon May 29 10:54:25 PDT 2017,Thu Jun 08 10:54:25 PDT 2017,,,,382,100% (3/3),0% (0/0),0% (0/0),Governments should also make a spend a larger amount on pensions,Government should also make a bigger amount of pension expenditure,Yes,,
3CMIQF80GNJ3IUC53HPRE2K2DFGQ6W,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:39 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:39 PDT 2017,,,32N49TQG3HBZXOHJ5W5EOEGDTMEVAD,A1X84T4EFW04GZ,Submitted,Mon May 29 11:06:51 PDT 2017,Mon May 29 11:11:10 PDT 2017,Thu Jun 08 11:11:10 PDT 2017,,,,259,0% (0/0),0% (0/0),0% (0/0),Today the surveillance technology has become almost blatant wherever we go,Today the surveillance technology has become almost manifest to wherever we go,Yes,,
3CMIQF80GNJ3IUC53HPRE2K2DFGQ6W,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:39 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:39 PDT 2017,,,36NEMU28XG6DEEQDS90FJ7URUC2WM5,A29VL3MZE7YPBZ,Submitted,Mon May 29 10:55:42 PDT 2017,Mon May 29 11:00:39 PDT 2017,Thu Jun 08 11:00:39 PDT 2017,,,,297,0% (0/0),0% (0/0),0% (0/0),Today the surveillance technology has become almost blatant wherever we go,Today the surveillance technology has become almost manifest to wherever we go,Yes,,
3CMIQF80GNJ3IUC53HPRE2K2DFGQ6W,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:39 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:39 PDT 2017,,,3E337GFOLA1NZALDP5BXAJX35EOGNS,A2KG59JUICJLP0,Submitted,Mon May 29 10:59:19 PDT 2017,Mon May 29 11:02:08 PDT 2017,Thu Jun 08 11:02:08 PDT 2017,,,,169,100% (3/3),0% (0/0),0% (0/0),Today the surveillance technology has become almost blatant wherever we go,Today the surveillance technology has become almost manifest to wherever we go,No,,
3Z8UJEJOCZ6YTC813DG7L4ITTOA93N,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:07 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:07 PDT 2017,,,3018Q3ZVOJJ74H02WC04NHRA8GURA9,A2F8YFFRKK14QD,Submitted,Mon May 29 10:39:03 PDT 2017,Mon May 29 10:39:12 PDT 2017,Thu Jun 08 10:39:12 PDT 2017,,,,9,0% (0/0),0% (0/0),0% (0/0),The more people relatives that know her problem the more information channels are provided,More people relatives know her problem more information channel is provided,Yes,,
3Z8UJEJOCZ6YTC813DG7L4ITTOA93N,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:07 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:07 PDT 2017,,,345LHZDEDYLZ0OTYRRGZ5K0O9553US,A32OK9EMO9VJ2R,Submitted,Mon May 29 11:29:41 PDT 2017,Mon May 29 11:54:46 PDT 2017,Thu Jun 08 11:54:46 PDT 2017,,,,1505,0% (0/0),0% (0/0),0% (0/0),The more people relatives that know her problem the more information channels are provided,More people relatives know her problem more information channel is provided,No,,
3Z8UJEJOCZ6YTC813DG7L4ITTOA93N,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:07 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:07 PDT 2017,,,3B3WTRP3DCVCVE9CPG73QE8IQ6W29Q,A36TE52PSYAAD6,Submitted,Mon May 29 10:35:48 PDT 2017,Mon May 29 10:35:58 PDT 2017,Thu Jun 08 10:35:58 PDT 2017,,,,10,0% (0/0),0% (0/0),0% (0/0),The more people relatives that know her problem the more information channels are provided,More people relatives know her problem more information channel is provided,Yes,,
38XPGNCKHTTH8F486SQMNRZWYGP4VJ,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:15 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:15 PDT 2017,,,3GNA64GUZFXAMA9LO1KNAG1JKGR5QG,A36TE52PSYAAD6,Submitted,Mon May 29 10:37:00 PDT 2017,Mon May 29 10:37:21 PDT 2017,Thu Jun 08 10:37:21 PDT 2017,,,,21,0% (0/0),0% (0/0),0% (0/0),One is also able to see his deeply loved one through internet from miles away easily,One can also easily see his deeply loved one through internet from miles away,No,,
38XPGNCKHTTH8F486SQMNRZWYGP4VJ,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:15 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:15 PDT 2017,,,3SB4CE2TJWOR1DME5B6WCZDY9XFAXO,A3PBZQQIFK4MI8,Submitted,Mon May 29 10:37:16 PDT 2017,Mon May 29 11:21:48 PDT 2017,Thu Jun 08 11:21:48 PDT 2017,,,,2672,0% (0/0),0% (0/0),0% (0/0),One is also able to see his deeply loved one through internet from miles away easily,One can also easily see his deeply loved one through internet from miles away,Yes,,
38XPGNCKHTTH8F486SQMNRZWYGP4VJ,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:15 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:15 PDT 2017,,,3ZGVPD4G6UALL4L2CTLY4PJ15M4ZT1,A3E3OELJKHW58C,Submitted,Mon May 29 11:01:28 PDT 2017,Mon May 29 11:01:34 PDT 2017,Thu Jun 08 11:01:34 PDT 2017,,,,6,100% (50/50),0% (0/0),0% (0/0),One is also able to see his deeply loved one through internet from miles away easily,One can also easily see his deeply loved one through internet from miles away,No,,
3L4YG5VW9NL8EUNF8IRLK9NVBMEDD6,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:32 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:32 PDT 2017,,,3JPSL1DZ5TSMPJ8A35JNEXM07JAAN9,ADVU7CS2UH58A,Submitted,Mon May 29 10:55:39 PDT 2017,Mon May 29 10:55:42 PDT 2017,Thu Jun 08 10:55:42 PDT 2017,,,,3,0% (0/0),0% (0/0),0% (0/0),An increase in the size of the population results,The concurrent result is increasing size of population,Yes,,
3L4YG5VW9NL8EUNF8IRLK9NVBMEDD6,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:32 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:32 PDT 2017,,,3KAKFY4PGVVURXYYXARLMHCDFAL3IN,A36TE52PSYAAD6,Submitted,Mon May 29 10:45:11 PDT 2017,Mon May 29 10:45:22 PDT 2017,Thu Jun 08 10:45:22 PDT 2017,,,,11,0% (0/0),0% (0/0),0% (0/0),An increase in the size of the population results,The concurrent result is increasing size of population,Yes,,
3L4YG5VW9NL8EUNF8IRLK9NVBMEDD6,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:32 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:32 PDT 2017,,,3RANCT1ZVGA43JXB6KV5N3Y0XXKBUT,AP4FDDWBJW47O,Submitted,Mon May 29 10:42:14 PDT 2017,Mon May 29 10:42:30 PDT 2017,Thu Jun 08 10:42:30 PDT 2017,,,,16,0% (0/0),0% (0/0),0% (0/0),An increase in the size of the population results,The concurrent result is increasing size of population,Yes,,
31YWE12TE056VRRM85PBEOGR5TMX7Y,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:09 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:09 PDT 2017,,,3B1NLC6UG0PN2VXQ5KOPE82Y5THGPG,AOHLJ70JAIZTB,Submitted,Mon May 29 10:25:47 PDT 2017,Mon May 29 10:26:16 PDT 2017,Thu Jun 08 10:26:16 PDT 2017,,,,29,0% (0/0),0% (0/0),0% (0/0),Without advanced health care system aged people have higher rate of death Without advanced health care system aged people have a higher rate of death,Without advanced health care system aged people have higher rate of death,No,,
31YWE12TE056VRRM85PBEOGR5TMX7Y,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:09 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:09 PDT 2017,,,3IQ1VMJRYUD10H4G2V0IWWRG2UOA95,A3PBZQQIFK4MI8,Submitted,Mon May 29 10:36:02 PDT 2017,Mon May 29 11:16:15 PDT 2017,Thu Jun 08 11:16:15 PDT 2017,,,,2413,0% (0/0),0% (0/0),0% (0/0),Without advanced health care system aged people have higher rate of death Without advanced health care system aged people have a higher rate of death,Without advanced health care system aged people have higher rate of death,No,,
31YWE12TE056VRRM85PBEOGR5TMX7Y,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:09 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:09 PDT 2017,,,3WMINLGALCW3YFBJEFA9YMSO8FSACN,A1KUAL8PN2X8PK,Submitted,Mon May 29 10:40:55 PDT 2017,Mon May 29 10:41:29 PDT 2017,Thu Jun 08 10:41:29 PDT 2017,,,,34,100% (5/5),0% (0/0),0% (0/0),Without advanced health care system aged people have higher rate of death Without advanced health care system aged people have a higher rate of death,Without advanced health care system aged people have higher rate of death,No,,
3D17ECOUOEOG4756Z01E6Y0AVCM318,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:24 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:24 PDT 2017,,,3LKC68YZ3BW1EHBP5PFSBBJWPCEOW9,A3E3OELJKHW58C,Submitted,Mon May 29 10:43:13 PDT 2017,Mon May 29 10:43:29 PDT 2017,Thu Jun 08 10:43:29 PDT 2017,,,,16,100% (50/50),0% (0/0),0% (0/0),In modern society privacy is a hot topic in peoples minds,In the modern society privacy is a hot topic in peoples mind,Yes,,
3D17ECOUOEOG4756Z01E6Y0AVCM318,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:24 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:24 PDT 2017,,,3TXD01ZLD5AKIKC2R5LIFPSUN52U45,A2G30CUMM6UXG5,Submitted,Mon May 29 10:39:08 PDT 2017,Mon May 29 10:40:04 PDT 2017,Thu Jun 08 10:40:04 PDT 2017,,,,56,0% (0/0),0% (0/0),0% (0/0),In modern society privacy is a hot topic in peoples minds,In the modern society privacy is a hot topic in peoples mind,Yes,,
3D17ECOUOEOG4756Z01E6Y0AVCM318,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:24 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:24 PDT 2017,,,3YDGXNSEO0NMKN5PO2KDJXA5QEC481,A3PM2X0EKG7L8W,Submitted,Mon May 29 10:45:57 PDT 2017,Mon May 29 10:46:09 PDT 2017,Thu Jun 08 10:46:09 PDT 2017,,,,12,0% (0/0),0% (0/0),0% (0/0),In modern society privacy is a hot topic in peoples minds,In the modern society privacy is a hot topic in peoples mind,No,,
3XEDXEGFX3HMTGSVONPD9FY2162K0X,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:15 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:15 PDT 2017,,,32UTUBMZ7HP4GYMBBA5AJP0JB4QVBZ,A37P04C2DUCI92,Submitted,Mon May 29 10:29:59 PDT 2017,Mon May 29 10:30:02 PDT 2017,Thu Jun 08 10:30:02 PDT 2017,,,,3,0% (0/0),0% (0/0),0% (0/0),Travelers survive in the desert thanks to GPS which guides them,Travelers survive in desert thanks to GPS guide them,Yes,,
3XEDXEGFX3HMTGSVONPD9FY2162K0X,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:15 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:15 PDT 2017,,,3LJ7UR74RI67NUSTU49W1U00F97N44,A1J9IYN46FX00O,Submitted,Mon May 29 10:29:42 PDT 2017,Mon May 29 10:29:59 PDT 2017,Thu Jun 08 10:29:59 PDT 2017,,,,17,0% (0/0),0% (0/0),0% (0/0),Travelers survive in the desert thanks to GPS which guides them,Travelers survive in desert thanks to GPS guide them,Yes,,
3XEDXEGFX3HMTGSVONPD9FY2162K0X,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:15 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:15 PDT 2017,,,3N1FSUEFL6TY1I1G5AVT5PO61564D4,AP4FDDWBJW47O,Submitted,Mon May 29 10:28:59 PDT 2017,Mon May 29 10:29:10 PDT 2017,Thu Jun 08 10:29:10 PDT 2017,,,,11,0% (0/0),0% (0/0),0% (0/0),Travelers survive in the desert thanks to GPS which guides them,Travelers survive in desert thanks to GPS guide them,Yes,,
3H5TOKO3D9CWTPP75KIEBZJXHNY64U,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:07 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:07 PDT 2017,,,32N49TQG3HBZXOHJ5W5EOEGDTM7AVL,A53VYIFCCASOA,Submitted,Mon May 29 10:37:13 PDT 2017,Mon May 29 10:37:36 PDT 2017,Thu Jun 08 10:37:36 PDT 2017,,,,23,0% (0/0),0% (0/0),0% (0/0),Therefore every country should try to maintain a generational balance of both young and old,Therefore every country should try to maintain both young and old generation balanced,Yes,,
3H5TOKO3D9CWTPP75KIEBZJXHNY64U,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:07 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:07 PDT 2017,,,374TNBHA8CO8OYJ5Z3PKLDZCFLWQYI,A37JENVKZQ56U6,Submitted,Mon May 29 10:42:41 PDT 2017,Mon May 29 10:42:48 PDT 2017,Thu Jun 08 10:42:48 PDT 2017,,,,7,0% (0/0),0% (0/0),0% (0/0),Therefore every country should try to maintain a generational balance of both young and old,Therefore every country should try to maintain both young and old generation balanced,Yes,,
3H5TOKO3D9CWTPP75KIEBZJXHNY64U,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:07 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:07 PDT 2017,,,3E47SOBEYRPI4XUHQ32MFKG7LN0IC2,A2WCCV1W8UE8ED,Submitted,Mon May 29 10:54:44 PDT 2017,Mon May 29 10:54:56 PDT 2017,Thu Jun 08 10:54:56 PDT 2017,,,,12,0% (0/0),0% (0/0),0% (0/0),Therefore every country should try to maintain a generational balance of both young and old,Therefore every country should try to maintain both young and old generation balanced,Yes,,
3ZUE82NE0AUTVJ5KIGBVMHCFC8X8F6,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:39 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:39 PDT 2017,,,3Q8GYXHFEQV6S9Z2JJJSQBC2G1T5CE,A340UGIDGIF4W6,Submitted,Mon May 29 10:48:39 PDT 2017,Mon May 29 10:48:49 PDT 2017,Thu Jun 08 10:48:49 PDT 2017,,,,10,0% (0/0),0% (0/0),0% (0/0),Other relatives may have the possibility of having the same kind of disease,Other relatives may have the same possibilities to have such kind of disease,Yes,,
3ZUE82NE0AUTVJ5KIGBVMHCFC8X8F6,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:39 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:39 PDT 2017,,,3T3IWE1XG7GC7CKBPX2LDW7X0JGTQY,A1T5YMBH35PDBX,Submitted,Mon May 29 10:52:34 PDT 2017,Mon May 29 10:52:45 PDT 2017,Thu Jun 08 10:52:45 PDT 2017,,,,11,0% (0/0),0% (0/0),0% (0/0),Other relatives may have the possibility of having the same kind of disease,Other relatives may have the same possibilities to have such kind of disease,Yes,,
3ZUE82NE0AUTVJ5KIGBVMHCFC8X8F6,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:39 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:39 PDT 2017,,,3X65QVEQI1GKUY2NB6ZZ708Z2RVCLB,A36TE52PSYAAD6,Submitted,Mon May 29 10:57:27 PDT 2017,Mon May 29 10:57:35 PDT 2017,Thu Jun 08 10:57:35 PDT 2017,,,,8,0% (0/0),0% (0/0),0% (0/0),Other relatives may have the possibility of having the same kind of disease,Other relatives may have the same possibilities to have such kind of disease,Yes,,
3P4ZBJFX2VW4LK12GJR10XF1UF0FWS,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:25 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:25 PDT 2017,,,39L1G8WVWRKJRR20P36FUIVRY8A13T,A1KUAL8PN2X8PK,Submitted,Mon May 29 10:45:35 PDT 2017,Mon May 29 10:46:45 PDT 2017,Thu Jun 08 10:46:45 PDT 2017,,,,70,100% (5/5),0% (0/0),0% (0/0),The concurrent result is increasing the size of the population,The concurrent result is increasing size of population,Yes,,
3P4ZBJFX2VW4LK12GJR10XF1UF0FWS,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:25 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:25 PDT 2017,,,3UWN2HHPUZYQPFU4K55EZXG6TPBSNH,AP4FDDWBJW47O,Submitted,Mon May 29 10:35:48 PDT 2017,Mon May 29 10:35:56 PDT 2017,Thu Jun 08 10:35:56 PDT 2017,,,,8,0% (0/0),0% (0/0),0% (0/0),The concurrent result is increasing the size of the population,The concurrent result is increasing size of population,Yes,,
3P4ZBJFX2VW4LK12GJR10XF1UF0FWS,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:25 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:25 PDT 2017,,,3YW4XOSQKRE3QLFJ4N2GHRLRBLTU1T,A36TE52PSYAAD6,Submitted,Mon May 29 10:43:14 PDT 2017,Mon May 29 10:43:20 PDT 2017,Thu Jun 08 10:43:20 PDT 2017,,,,6,0% (0/0),0% (0/0),0% (0/0),The concurrent result is increasing the size of the population,The concurrent result is increasing size of population,Yes,,
391FPZIE4CFB7C33G900LU6HPE1UH5,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:09 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:09 PDT 2017,,,388U7OUMF8UB342K4A3BYBFXZUJR0J,AT5DT92MSCEJ0,Submitted,Mon May 29 11:42:56 PDT 2017,Mon May 29 11:54:56 PDT 2017,Thu Jun 08 11:54:56 PDT 2017,,,,720,0% (0/0),0% (0/0),0% (0/0),Therefore every country should try to maintain a balance of younger and older generations,Therefore every country should try to maintain both young and old generation balanced,Yes,,
391FPZIE4CFB7C33G900LU6HPE1UH5,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:09 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:09 PDT 2017,,,392CY0QWG2KF9TH2XOW4WM4JTAHI4N,A36TE52PSYAAD6,Submitted,Mon May 29 10:48:06 PDT 2017,Mon May 29 10:48:16 PDT 2017,Thu Jun 08 10:48:16 PDT 2017,,,,10,0% (0/0),0% (0/0),0% (0/0),Therefore every country should try to maintain a balance of younger and older generations,Therefore every country should try to maintain both young and old generation balanced,Yes,,
391FPZIE4CFB7C33G900LU6HPE1UH5,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:09 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:09 PDT 2017,,,3DZQRBDBSM8JLB1U2MLZQJI0O8L3SD,A37JENVKZQ56U6,Submitted,Mon May 29 10:37:55 PDT 2017,Mon May 29 10:38:04 PDT 2017,Thu Jun 08 10:38:04 PDT 2017,,,,9,0% (0/0),0% (0/0),0% (0/0),Therefore every country should try to maintain a balance of younger and older generations,Therefore every country should try to maintain both young and old generation balanced,Yes,,
3G5RUKN2ECW5XG1BLW0MUIGZY51N9H,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:32 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:32 PDT 2017,,,3EKVH9QMEZXOY4MT1WC5CAR8HRE2DA,A3PM2X0EKG7L8W,Submitted,Mon May 29 10:48:35 PDT 2017,Mon May 29 10:48:56 PDT 2017,Thu Jun 08 10:48:56 PDT 2017,,,,21,0% (0/0),0% (0/0),0% (0/0),Without an advanced health care system aged people have greater rate of death,Without advanced health care system aged people have higher rate of death,No,,
